"FOLIO","VIV_SEL","HOGAR","N_REN","P6_1_01","P6_1_02","P6_1_03","P6_1_04","P6_1_05","P6_1_06","P6_1_07","P6_1_08","P6_1_09","P6_1_10","P6_2_1","P6_3A_1","P6_3B_1","P6_3C_1","P6_3D_1","P6_2_2","P6_3A_2","P6_3B_2","P6_3C_2","P6_3D_2","P6_2_3","P6_3A_3","P6_3B_3","P6_3C_3","P6_3D_3","P6_4_1","P6_4_2","P6_4_3","P6_4_4","P6_5_1","P6_5_2","P6_5_3","P6_5_4","P6_5_5","P6_6_1","P6_6_2","P6_6_3","P6_6_4","P6_6_5","P6_6_6","P6_6_7","P6_6_8","P6_6_9","EST_DIS","UPM_DIS","FACTOR"
"2601130","02","1","03","1","2","2","2","2","2","2","2","2","2","1","2","2","1","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","398","0005104",1748
"2601157","01","1","05","1","2","2","2","2","2","2","2","2","2","1","2","2","2","3","","","","","","","","","","","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","399","0005107",2336
"2601295","03","1","07","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","400","0005112",5733
"2601300","02","1","04","1","2","2","2","2","1","2","2","2","2","1","1","1","3","3","","","","","","1","3","2","4","3","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","400","0005113",4079
"2601339","04","1","03","1","1","2","2","2","2","2","2","2","2","3","3","3","3","4","3","4","3","3","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","398","0005114",1778
"2601637","04","1","02","1","1","2","2","2","2","2","2","2","2","1","1","1","1","3","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","1","2","1","1","2","2","388","0005121",1300
"2601787","04","1","02","1","2","2","2","2","2","2","2","2","2","2","1","1","2","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","1","2","1","1","2","2","388","0005127",1283
"2601852","02","1","04","1","1","2","2","2","2","2","2","2","2","1","3","1","1","2","1","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","1","1","1","2","2","389","0005130",2951
"2601884","02","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","3","2","2","3","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","388","0005133",3592
"2602085","04","1","02","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","3","1","1","2","4","2","1","1","1","1","1","1","1","2","2","2","2","2","2","1","2","2","2","388","0005142",1381
"2602101","02","1","03","1","1","2","2","2","2","2","2","2","2","3","1","1","1","3","4","1","1","1","3","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","388","0005143",2771
"2602101","04","1","04","1","1","2","2","2","2","2","2","2","2","2","3","3","3","4","2","3","3","3","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","388","0005143",2771
"2602257","02","1","03","1","1","2","2","2","2","2","2","2","2","1","3","2","3","4","2","3","3","2","3","","","","","","2","1","1","1","2","2","2","1","2","1","1","2","1","1","1","2","2","2","388","0005151",1763
"2602404","02","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","1","2","","","","","","2","1","2","2","2","2","2","2","2","1","1","1","1","2","1","1","2","2","388","0005156",3455
"2602713","02","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","2","1","3","","","","","","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","387","0005165",2262
"2602905","02","1","04","1","1","2","2","2","2","2","2","2","2","1","2","4","2","4","1","4","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","387","0005175",3037
"2602917","03","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","389","0005176",2891
"2602982","05","1","04","1","1","2","2","2","2","2","2","2","2","2","1","1","1","4","3","2","1","2","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","1","2","1","1","2","2","387","0005178",4037
"2603074","03","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","5","1","2","2","2","5","","","","","","2","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","1","2","388","0005181",2573
"2603156","01","1","03","1","2","2","2","2","2","2","2","2","2","2","1","1","2","4","","","","","","","","","","","1","1","1","1","2","2","2","2","2","1","2","1","1","2","1","2","2","2","389","0005183",2128
"2603162","03","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","1","2","2","2","2","1","2","2","1","1","2","2","2","389","0005184",1992
"2603167","01","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","1","2","2","388","0005185",2017
"2603167","05","1","02","1","2","2","2","2","2","2","2","2","2","3","3","3","4","4","","","","","","","","","","","1","1","2","1","1","1","2","2","1","2","2","2","2","2","2","2","2","1","388","0005185",1345
"2603184","03","1","04","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","3","1","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","2","2","2","386","0005186",3304
"2603383","02","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","5","1","1","1","1","5","","","","","","1","1","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","387","0005189",2327
"2603515","01","1","05","1","1","2","2","2","2","2","2","2","2","3","2","1","1","1","2","2","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","1","1","1","2","2","387","0005194",2474
"2603543","04","1","02","1","1","2","2","2","2","2","2","2","2","1","1","2","1","1","1","1","2","2","1","","","","","","1","1","1","2","1","2","2","1","2","1","1","2","2","2","1","1","2","2","389","0005196",1353
"2603577","05","1","04","1","2","2","2","2","2","2","2","2","2","1","2","1","2","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","1","1","2","2","2","387","0005197",2419
"2603578","02","1","03","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","2","2","2","387","0005198",1897
"2603702","03","1","03","1","1","2","2","2","2","2","2","2","2","2","2","3","3","3","2","3","3","3","3","","","","","","2","2","2","2","2","1","1","1","1","1","1","1","2","2","2","1","2","2","403","0005201",1969
"2603844","03","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","3","3","","","","","","1","1","1","2","2","2","2","2","2","1","1","2","1","1","1","1","2","2","402","0005206",1747
"2604011","02","1","02","1","1","2","2","2","2","2","2","2","2","2","1","1","2","2","3","3","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","1","2","2","403","0005213",1314
"2604106","03","1","07","1","2","2","2","2","2","2","2","2","2","2","4","4","4","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","393","0005215",3269
"2604220","01","1","06","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","3","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","1","2","1","2","2","2","393","0005222",2729
"2604317","03","1","03","1","2","2","2","2","1","2","2","2","2","1","1","2","1","4","","","","","","1","1","2","1","4","2","2","2","1","2","2","2","1","2","1","2","1","1","2","2","2","2","2","394","0005226",2022
"2604552","02","1","04","1","1","2","2","2","2","2","2","2","2","1","1","3","1","1","1","2","4","2","3","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","1","1","1","1","2","2","395","0005233",2901
"2604975","02","1","03","1","1","2","2","2","2","2","2","2","2","3","1","2","3","3","3","2","3","3","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","1","1","2","2","2","396","0005247",1698
"2605074","03","1","04","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","1","1","2","1","1","1","2","1","1","1","2","1","1","1","1","1","2","2","396","0005253",2730
"2605081","04","1","06","1","2","2","2","2","2","2","2","2","2","1","1","2","1","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","397","0005254",2532
"2605121","03","1","03","1","2","2","2","2","2","2","2","2","2","3","2","1","4","2","","","","","","","","","","","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","396","0005255",2710
"2605199","01","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","3","3","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","396","0005257",1768
"2605257","06","1","02","1","2","2","1","2","2","2","2","2","2","2","1","1","2","3","","","","","","2","1","2","3","4","2","2","2","2","1","1","2","1","1","1","2","2","1","1","1","2","2","2","405","0005258",1297
"2605263","15","1","03","1","2","1","2","2","2","2","2","2","2","1","2","1","2","3","","","","","","1","2","3","2","1","2","2","2","2","2","1","2","2","2","1","2","2","1","2","1","2","2","2","404","0005259",1248
"2605283","19","1","03","1","1","2","2","2","2","2","2","2","2","2","5","3","2","4","2","5","3","2","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","404","0005260",2499
"2605449","12","1","03","1","2","2","2","1","2","2","2","2","2","1","2","1","3","1","","","","","","2","3","2","4","1","2","2","2","2","2","1","2","1","2","2","1","2","2","2","1","2","2","2","404","0005262",1898
"2605576","07","1","03","1","2","2","2","2","2","2","2","2","2","2","5","1","1","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","407","0005263",1869
"2605601","06","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","406","0005265",2196
"2605622","13","1","04","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","1","1","1","3","1","2","1","1","1","2","2","2","2","2","1","2","2","1","1","1","2","2","2","407","0005267",2497
"2605622","15","1","05","1","1","2","2","2","2","2","2","2","2","2","1","2","3","3","2","2","2","4","4","","","","","","2","2","2","2","2","1","1","1","1","1","2","2","1","1","1","1","2","2","407","0005267",3121
"2606264","17","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","2","4","2","1","3","3","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","1","2","2","408","0005271",2589
"2606264","19","1","03","2","2","2","1","1","2","2","2","2","2","","","","","","","","","","","2","2","4","4","4","2","2","2","2","2","2","1","2","2","1","2","1","2","2","1","2","2","2","408","0005271",1774
"2606277","01","1","03","1","2","2","2","2","2","2","2","2","2","2","1","3","4","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","1","2","2","408","0005272",1714
"2606277","08","1","05","1","1","2","2","2","2","2","2","2","2","2","2","3","1","4","2","2","2","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","408","0005272",1714
"2606277","12","1","04","1","2","2","2","2","2","2","2","2","2","2","1","2","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","2","2","2","408","0005272",2088
"2606277","14","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","2","4","1","3","2","3","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","408","0005272",1566
"2606429","16","1","03","2","2","2","1","2","2","2","2","2","2","","","","","","","","","","","2","2","1","3","1","2","2","2","2","2","2","2","2","2","1","2","1","1","2","1","2","2","2","408","0005273",3751
"2606567","20","1","02","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","409","0005275",1508
"2606575","06","1","06","1","1","2","2","2","2","2","2","2","2","1","1","2","1","4","1","1","2","1","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","409","0005276",4386
"2606653","17","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","4","1","1","1","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","408","0005277",4224
"2660072","03","1","04","1","1","2","2","2","2","2","2","2","2","1","1","2","2","4","1","3","3","3","4","","","","","","2","2","2","2","2","1","1","2","2","1","1","2","2","2","1","2","2","2","411","0005278",2548
"2660072","08","1","03","1","2","2","2","2","2","1","2","2","2","1","1","4","1","2","","","","","","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","411","0005278",1529
"2660072","18","1","04","1","1","2","2","2","2","2","2","2","2","1","2","2","2","3","1","1","3","2","4","","","","","","1","1","2","1","2","2","2","2","2","1","2","2","2","2","1","2","2","2","411","0005278",2789
"2660078","08","1","02","1","1","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","1","1","2","","","","","","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","411","0005279",1150
"2660216","02","1","04","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","","","","","","2","3","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","410","0005282",3716
"2660334","01","1","05","1","2","1","2","2","2","2","2","2","2","1","1","1","1","4","","","","","","1","1","1","1","4","2","2","2","2","2","2","2","2","2","1","2","2","1","2","1","2","2","2","410","0005283",3907
"2660402","05","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","4","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","2","2","2","410","0005284",2523
"2660402","07","1","04","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","1","1","4","4","4","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","410","0005284",5046
"2660402","15","1","03","1","1","2","2","2","2","2","2","2","2","1","2","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","2","2","2","410","0005284",2305
"2660450","20","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","3","3","2","2","3","2","3","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","411","0005285",1568
"2660528","09","1","04","1","1","2","2","2","2","2","2","2","2","2","1","1","4","4","3","1","2","2","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","410","0005286",3692
"2660665","17","1","04","1","1","2","2","2","2","2","2","2","2","3","4","4","4","4","3","4","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","410","0005287",2175
"2660665","20","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","2","4","2","2","2","2","4","","","","","","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","410","0005287",1631
"2700147","04","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","412","0005298",1268
"2700176","02","1","03","2","1","2","2","2","2","2","2","2","2","","","","","","2","1","2","2","1","","","","","","1","1","2","2","1","1","2","2","2","2","2","2","2","2","1","2","2","2","413","0005300",893
"2700369","04","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","412","0005308",603
"2700510","04","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","412","0005321",1496
"2700535","01","1","04","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","3","1","1","2","4","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","412","0005326",1783
"2700666","01","1","03","1","1","2","2","2","2","2","2","2","2","1","2","3","2","2","1","3","4","2","4","","","","","","1","1","1","1","2","1","1","2","2","2","2","2","2","2","1","2","1","2","412","0005333",1218
"2700760","01","1","05","1","1","2","2","2","2","2","2","2","2","1","1","2","1","2","1","1","2","1","2","","","","","","2","2","2","2","2","1","2","2","1","1","1","2","2","2","2","1","2","2","414","0005336",1627
"2700760","05","1","05","1","1","2","2","2","2","2","2","2","2","2","3","2","3","4","2","3","3","4","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","414","0005336",1968
"2700832","04","1","02","1","1","2","2","2","2","2","2","2","2","2","2","1","3","2","3","2","4","3","4","","","","","","2","1","1","2","2","1","1","2","2","2","1","1","2","2","1","2","2","2","414","0005340",837
"2700869","09","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","3","1","3","","","","","","2","1","1","2","1","1","2","2","2","2","2","2","2","2","1","2","2","2","416","0005343",994
"2700892","06","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","1","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","418","0005344",817
"2701028","16","1","03","1","1","2","2","2","2","2","2","2","2","1","2","2","1","3","1","2","2","2","4","","","","","","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","1","2","2","417","0005346",2076
"2701048","15","1","02","1","2","2","2","2","2","2","2","2","2","1","2","2","2","1","","","","","","","","","","","1","1","1","1","1","1","2","1","1","2","2","2","2","2","1","2","2","2","418","0005347",833
"2701159","05","1","02","1","1","2","2","2","2","2","2","2","2","2","1","2","1","1","2","1","2","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","417","0005349",1141
"2701159","09","1","02","1","2","1","2","2","2","2","2","2","2","1","1","1","1","3","","","","","","1","2","3","2","4","2","2","2","2","2","2","2","2","1","1","1","2","2","2","1","2","2","2","417","0005349",1179
"2701178","09","1","02","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","417","0005351",1293
"2701178","19","1","02","1","2","2","2","2","2","2","2","2","2","2","2","2","2","3","","","","","","","","","","","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","1","2","417","0005351",1293
"2701196","04","1","02","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","417","0005352",1149
"2701196","11","1","03","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","417","0005352",1781
"2701328","08","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","417","0005353",1907
"2701411","02","1","04","1","2","1","2","2","2","2","2","2","2","2","1","1","2","2","","","","","","2","1","1","2","1","2","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","2","2","419","0005355",1468
"2701442","14","1","04","1","2","2","2","2","2","2","2","2","2","3","1","1","1","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","2","1","2","2","2","420","0005356",1779
"2701446","01","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","1","3","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","420","0005357",1592
"2701446","13","1","02","1","1","2","2","2","2","2","2","2","2","1","1","2","2","1","1","2","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","420","0005357",1097
"2701491","05","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","421","0005359",2783
"2701491","15","1","05","1","1","2","2","2","2","2","2","2","2","2","1","4","4","4","2","4","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","421","0005359",3365
"2701549","01","1","04","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","421","0005360",2015
"2701549","13","1","02","1","2","2","2","2","2","2","2","2","2","1","4","4","3","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","421","0005360",975
"2701549","16","1","05","1","1","2","2","2","2","2","2","2","2","2","1","3","1","3","2","1","1","1","1","","","","","","2","2","2","2","2","2","1","2","2","2","1","2","2","2","1","2","2","2","421","0005360",2519
"2701549","19","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","421","0005360",2437
"2701549","20","1","02","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","421","0005360",2437
"2701679","06","1","03","1","1","2","2","2","2","2","2","2","2","1","2","3","2","1","3","3","2","2","1","","","","","","1","1","2","2","2","1","2","2","2","2","2","2","2","2","1","1","2","2","419","0005367",1087
"2701679","08","1","04","1","1","2","2","2","2","2","2","2","2","3","1","1","3","4","3","2","1","4","4","","","","","","1","1","2","2","1","1","2","2","2","1","1","2","2","2","2","2","2","2","419","0005367",1450
"2701692","12","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","421","0005368",1289
"2701910","19","1","02","1","2","2","2","2","2","2","2","2","2","1","2","1","1","3","","","","","","","","","","","2","1","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","419","0005371",1043
"2702041","02","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","3","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","419","0005376",1459
"2702041","04","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","2","","","","","","2","2","2","2","2","2","1","2","1","2","1","2","2","2","2","2","2","2","419","0005376",1459
"2702166","05","1","02","1","1","2","2","2","2","2","2","2","2","3","2","2","4","4","3","2","4","3","4","","","","","","1","1","1","1","1","1","2","2","2","2","1","2","2","2","2","1","2","2","416","0005381",621
"2760002","05","1","03","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","422","0005382",1359
"2760009","06","1","02","1","2","2","2","2","2","2","2","2","2","3","1","1","3","1","","","","","","","","","","","2","2","2","2","2","1","1","2","1","1","2","2","2","2","1","2","2","2","423","0005383",1013
"2760009","08","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","1","2","2","423","0005383",1519
"2760009","12","1","03","1","1","2","2","2","2","2","2","2","2","1","3","4","1","1","2","2","2","1","4","","","","","","2","2","2","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","423","0005383",1519
"2760123","15","1","02","1","2","2","2","2","2","2","2","2","2","2","1","1","2","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","2","2","2","423","0005386",1303
"2760158","07","1","04","1","2","2","2","2","2","2","2","2","2","1","1","4","1","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","422","0005389",2036
"2760165","19","1","04","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","422","0005391",1878
"2760216","01","1","03","1","1","2","2","2","2","2","2","2","2","3","1","1","2","4","3","1","1","2","4","","","","","","2","2","2","2","1","1","2","2","2","1","2","2","2","2","1","2","2","2","423","0005392",1813
"2760216","04","1","02","1","1","2","2","2","2","2","2","2","2","2","1","1","1","4","2","4","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","423","0005392",1209
"2760216","09","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","423","0005392",1249
"2760216","15","1","04","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2","423","0005392",2499
"2760235","01","1","05","1","1","2","2","2","2","2","2","2","2","1","3","3","1","3","1","3","1","3","3","","","","","","1","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","423","0005393",1447
"2760235","20","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","2","2","","","","","","","","","","","2","2","1","1","2","2","2","2","1","1","1","2","1","2","1","2","2","2","423","0005393",598
"2760364","02","1","05","1","1","2","2","2","2","2","2","2","2","1","1","2","2","1","2","3","3","3","2","","","","","","2","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","423","0005394",2696
"2760528","18","1","02","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","3","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","423","0005395",1088
"2760572","03","1","04","1","1","2","2","2","2","2","2","2","2","3","1","1","1","3","3","2","3","3","2","","","","","","2","1","2","2","2","1","1","1","2","1","2","2","2","2","1","2","2","2","422","0005397",2797
"2760581","02","1","03","1","1","2","2","2","2","2","2","2","2","2","3","2","3","4","2","1","4","4","4","","","","","","1","2","1","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","422","0005398",1559
"2760581","19","1","03","1","2","1","2","2","2","2","2","2","2","2","1","1","1","1","","","","","","2","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","422","0005398",2078
"2760619","03","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","1","2","2","1","2","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","422","0005399",1782
"2760619","09","1","02","1","2","2","2","2","2","2","2","2","2","2","3","4","2","4","","","","","","","","","","","1","2","2","1","2","1","1","2","2","1","2","2","2","2","2","2","2","2","422","0005399",1188
"2760705","05","1","03","1","2","2","2","2","2","2","2","2","2","2","2","4","2","4","","","","","","","","","","","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","2","2","422","0005400",1537
"2760705","16","1","03","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","422","0005400",2049
"2760744","16","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","3","3","3","2","3","","","","","","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","423","0005402",1636
"2760826","18","1","02","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","2","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","422","0005403",980
"2760835","11","1","06","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","1","2","2","422","0005404",2404
"2760871","08","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","4","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","422","0005406",2521
"2760871","17","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","1","1","2","2","2","422","0005406",1513
