"FOLIO","VIV_SEL","HOGAR","N_REN","P6_1_01","P6_1_02","P6_1_03","P6_1_04","P6_1_05","P6_1_06","P6_1_07","P6_1_08","P6_1_09","P6_1_10","P6_2_1","P6_3A_1","P6_3B_1","P6_3C_1","P6_3D_1","P6_2_2","P6_3A_2","P6_3B_2","P6_3C_2","P6_3D_2","P6_2_3","P6_3A_3","P6_3B_3","P6_3C_3","P6_3D_3","P6_4_1","P6_4_2","P6_4_3","P6_4_4","P6_5_1","P6_5_2","P6_5_3","P6_5_4","P6_5_5","P6_6_1","P6_6_2","P6_6_3","P6_6_4","P6_6_5","P6_6_6","P6_6_7","P6_6_8","P6_6_9","EST_DIS","UPM_DIS","FACTOR"
"0808129","10","1","02","1","2","2","2","2","2","2","2","2","2","3","3","4","4","3","","","","","","","","","","","1","1","2","1","2","1","1","2","2","1","2","2","2","2","1","1","2","2","123","0001692",1904
"0808129","20","1","02","1","2","2","2","2","2","2","2","2","2","3","3","2","1","3","","","","","","","","","","","1","1","1","1","2","1","1","1","2","1","1","2","2","2","1","2","2","2","123","0001692",1994
"0808146","04","1","05","1","1","2","2","2","2","2","2","2","2","3","2","3","3","2","4","3","3","2","3","","","","","","2","2","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","2","123","0001693",4910
"0808146","08","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","3","1","2","2","3","","","","","","2","2","2","2","2","1","2","2","1","1","1","2","2","2","1","2","2","2","123","0001693",2813
"0808379","07","1","04","1","2","2","2","2","2","2","2","2","1","1","5","4","4","4","","","","","","2","5","4","3","4","2","2","2","2","2","1","2","2","1","2","2","2","2","2","1","2","2","2","124","0001695",3812
"0808396","03","1","07","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","124","0001696",4125
"0808396","15","1","02","2","2","2","2","2","2","1","2","2","2","","","","","","","","","","","2","5","1","4","1","2","2","2","2","2","1","1","2","1","1","2","1","1","2","2","2","2","2","124","0001696",1650
"0808396","20","1","03","1","2","2","2","2","2","2","2","2","2","1","2","1","2","2","","","","","","","","","","","2","1","1","1","2","2","2","2","2","1","1","1","1","1","1","2","2","2","124","0001696",3300
"0808632","05","1","02","2","1","2","2","2","2","2","2","2","2","","","","","","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","1","1","1","2","1","1","1","1","2","2","124","0001698",1511
"0808632","09","1","04","1","2","2","2","2","2","2","2","2","2","3","5","4","3","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","124","0001698",3166
"0808643","03","1","05","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","3","2","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","124","0001699",4587
"0808643","05","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","2","3","2","1","1","3","3","","","","","","2","2","2","2","2","1","1","2","1","2","2","2","2","2","1","2","2","2","124","0001699",2752
"0860011","08","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","2","1","1","2","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","126","0001700",2622
"0860035","08","1","01","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","3","4","4","1","2","","","","","","2","2","1","2","2","1","2","2","1","2","2","2","2","2","1","2","2","2","126","0001701",1299
"0860540","09","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","1","1","2","1","4","1","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","126","0001706",2562
"0860540","15","1","03","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","1","2","3","2","3","2","2","2","2","2","1","1","1","1","2","2","2","2","2","1","2","2","2","126","0001706",2562
"0860646","06","1","02","1","1","2","2","2","2","2","2","2","2","1","2","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","1","2","2","125","0001707",2952
"0860672","09","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","3","1","2","2","2","3","4","","","","","","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","126","0001708",1956
"0860713","07","1","04","1","1","2","2","2","2","2","2","2","2","3","1","1","1","1","3","3","3","2","2","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","125","0001709",3914
"0860713","08","1","02","1","2","2","2","2","2","2","2","2","2","3","5","3","5","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","125","0001709",2459
"0860824","06","1","03","1","2","2","2","2","2","2","2","2","2","1","2","2","4","4","","","","","","","","","","","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","125","0001710",2267
"0860932","05","1","05","1","2","2","2","2","2","2","2","2","2","3","2","4","4","4","","","","","","","","","","","2","2","1","2","1","1","2","2","2","1","2","2","2","2","1","2","2","2","126","0001711",1558
"0860932","12","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","126","0001711",2175
"0900711","01","1","02","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","128","0001721",4365
"0900865","05","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","1","2","1","1","3","2","1","","","","","","2","1","2","2","2","1","1","2","2","1","1","2","2","2","1","2","2","2","128","0001724",11166
"0902567","05","1","03","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","2","2","2","127","0001747",5186
"0905091","04","1","03","1","2","2","2","2","2","2","2","2","2","2","1","1","1","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","127","0001778",8047
"0905232","01","1","04","1","1","2","2","2","2","2","2","2","2","3","2","1","1","2","4","1","2","1","4","","","","","","1","1","2","2","2","1","1","2","2","1","1","2","1","2","1","2","1","2","127","0001779",8111
"0905518","02","1","03","1","2","1","2","2","2","2","2","2","2","2","3","1","1","1","","","","","","1","3","3","1","1","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","127","0001783",7244
"0905963","02","1","04","1","2","1","2","2","2","2","2","2","2","2","2","2","1","1","","","","","","2","2","2","1","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","1","2","2","2","128","0001786",8755
"0905963","05","1","02","2","1","2","2","2","2","2","2","2","2","","","","","","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","128","0001786",4271
"0906460","02","1","03","1","2","1","2","2","2","2","2","2","2","2","2","3","2","3","","","","","","2","3","3","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","127","0001797",6219
"0906694","04","1","02","1","2","2","2","1","2","2","2","2","2","1","1","1","1","3","","","","","","2","1","1","3","4","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","129","0001802",9550
"0907011","05","1","07","1","2","2","2","2","2","2","2","2","2","1","1","2","1","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","127","0001803",14054
"0909718","05","1","04","1","2","2","2","2","2","2","2","2","2","1","1","2","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","127","0001823",8342
"0909843","02","1","06","1","2","2","1","2","2","2","2","2","2","2","2","4","4","4","","","","","","2","2","4","4","4","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","128","0001825",8553
"0910015","04","1","05","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","128","0001826",6932
"0910015","05","1","10","1","2","2","2","2","1","2","2","2","2","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","2","1","2","1","2","1","2","1","2","2","2","2","2","2","128","0001826",23107
"0910363","02","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","128","0001828",8644
"0911653","03","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","2","1","3","","","","","","2","2","2","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","128","0001849",7453
"0911964","01","1","02","1","1","2","2","2","2","2","2","2","2","1","1","1","1","3","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","127","0001851",7253
"0911964","05","1","03","1","1","2","2","2","2","2","2","2","2","3","1","2","1","2","2","1","2","1","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","2","127","0001851",7253
"0912502","02","1","05","1","1","2","2","2","2","2","2","2","2","2","3","2","1","3","3","4","4","3","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","1","1","1","2","2","127","0001857",11580
"0913340","04","1","04","1","1","2","2","2","2","2","2","2","2","2","3","1","2","4","2","2","2","4","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","128","0001867",10016
"0913500","05","1","03","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","","","","","","","","","","","1","1","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","127","0001871",6722
"0913554","02","1","05","1","1","2","2","2","2","2","2","2","2","1","2","1","1","2","1","3","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","128","0001874",11373
"0913786","05","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","128","0001881",10243
"0914739","01","1","02","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","128","0001893",5514
"0915414","02","1","03","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","129","0001899",12345
"0915779","04","1","04","1","1","2","2","2","2","2","2","2","2","1","1","2","2","4","1","2","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","127","0001905",10737
"0916106","05","1","07","1","1","2","2","2","2","2","2","2","2","2","2","3","2","4","2","2","3","2","3","","","","","","2","2","2","2","2","2","1","2","2","1","1","2","2","2","1","1","2","2","127","0001910",13240
"0916151","02","1","03","2","1","2","2","2","2","2","2","2","2","","","","","","1","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","127","0001911",4738
"0916151","04","1","02","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","127","0001911",3237
"0917410","02","1","03","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","128","0001939",8635
"0919913","02","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","127","0001981",8772
"0919913","04","1","03","2","1","2","2","2","2","2","2","2","2","","","","","","2","2","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","127","0001981",8772
"0920174","02","1","03","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","1","2","2","2","1","2","2","1","1","2","2","2","2","1","2","2","2","128","0001988",6873
"0920174","04","1","03","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","1","1","1","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","128","0001988",6706
"0920354","05","1","03","1","1","2","2","2","2","2","2","2","2","1","1","3","3","2","2","2","2","3","3","","","","","","2","2","2","2","2","1","2","2","2","1","1","2","1","1","1","1","2","2","128","0001993",7225
"0920509","01","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","128","0001996",5906
"0920823","02","1","03","1","1","2","2","2","2","2","2","2","2","3","2","1","2","4","3","3","2","2","4","","","","","","1","1","1","1","2","1","2","1","2","1","2","2","2","2","2","2","2","2","130","0002002",5945
"0920823","03","1","03","1","1","2","2","2","2","2","2","2","2","2","2","1","3","3","2","2","3","3","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","130","0002002",5945
"0920823","05","1","03","1","2","2","2","2","2","2","2","2","2","2","2","2","3","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","130","0002002",9908
"0920858","04","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","1","4","2","2","3","2","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","130","0002003",7354
"0920880","05","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","130","0002004",9430
"0921106","05","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","4","1","2","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","2","2","2","130","0002005",7966
"0921738","01","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","1","2","1","2","3","3","3","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","127","0002016",6937
"1000033","03","1","02","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","3","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","134","0002025",744
"1000283","02","1","04","1","1","2","2","2","2","2","2","2","2","2","3","2","3","2","2","4","4","4","2","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","133","0002047",1909
"1000332","03","1","03","1","1","2","2","2","2","2","2","2","2","1","2","1","1","1","2","3","4","3","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","133","0002049",1266
"1000416","02","1","04","1","1","2","2","2","2","2","2","2","2","1","1","2","1","1","1","1","2","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","134","0002054",1334
"1000681","05","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","134","0002069",1033
"1000707","04","1","02","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","135","0002071",884
"1000729","02","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","1","3","","","","","","2","2","1","1","2","2","2","2","2","1","1","2","2","2","1","2","2","2","133","0002074",2202
"1000826","03","1","03","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","134","0002079",1004
"1000863","02","1","03","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","134","0002081",1517
"1000887","04","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","3","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","134","0002083",1879
"1000909","02","1","04","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","2","","","","","","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","133","0002086",1692
"1001172","03","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","133","0002104",1084
"1001188","02","1","03","1","2","2","2","2","2","2","2","2","2","2","1","1","2","3","","","","","","","","","","","2","2","2","2","2","1","2","2","2","1","1","2","2","2","2","2","2","2","135","0002105",2360
"1001193","01","1","03","1","2","1","2","2","2","2","2","2","2","2","3","3","3","2","","","","","","2","4","2","2","3","2","2","2","2","1","1","2","2","2","1","2","1","2","1","2","2","2","2","135","0002106",1380
"1001268","05","1","03","1","2","2","2","2","2","2","2","2","2","3","3","3","3","2","","","","","","","","","","","1","1","1","1","2","1","2","2","2","1","2","1","2","2","2","2","2","2","133","0002110",1698
"1001277","05","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","1","2","1","1","2","2","3","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","133","0002111",1488
"1001320","03","1","07","1","2","1","2","2","2","2","2","2","2","2","2","2","1","4","","","","","","2","2","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","134","0002113",2355
"1001330","03","1","03","1","1","2","2","2","2","2","2","2","2","1","2","4","4","2","1","4","4","4","3","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","135","0002115",1608
"1001375","03","1","02","1","2","2","2","2","2","2","2","2","2","2","1","2","1","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","135","0002118",779
"1001454","05","1","02","1","2","2","2","2","2","2","2","2","2","3","2","2","2","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","135","0002122",923
"1001456","04","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","134","0002123",1457
"1001501","05","1","03","1","2","2","2","2","2","2","2","2","2","1","2","3","3","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","132","0002125",3767
"1001568","03","1","03","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","2","1","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","137","0002131",980
"1001568","05","1","05","1","2","2","2","1","2","2","2","2","2","1","1","2","1","2","","","","","","3","1","2","2","3","1","2","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","2","137","0002131",1633
"1001580","02","1","02","1","2","2","2","2","2","2","2","2","2","1","2","1","1","4","","","","","","","","","","","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","137","0002132",777
"1001627","03","1","04","1","1","2","2","2","2","2","2","2","2","1","2","1","3","1","1","1","1","3","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","137","0002136",1398
"1001672","03","1","04","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","2","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","136","0002138",2512
"1001672","05","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","2","4","2","3","4","2","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","136","0002138",1487
"1001689","05","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","1","2","2","1","2","2","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","136","0002140",791
"1001782","01","1","05","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","137","0002146",2009
"1001796","01","1","03","1","2","2","2","2","2","2","2","2","2","2","5","2","1","2","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","136","0002148",784
"1001796","04","1","03","2","2","2","2","1","2","2","2","2","2","","","","","","","","","","","1","5","1","1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","136","0002148",794
"1001880","02","1","05","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","4","3","3","3","3","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","136","0002153",1635
"1001880","03","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","3","2","1","1","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","136","0002153",981
"1001923","05","1","03","1","2","2","2","2","2","2","2","2","2","2","1","1","1","4","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","138","0002154",1109
"1001964","01","1","03","1","2","2","2","2","2","2","2","2","2","3","2","2","3","3","","","","","","","","","","","2","2","2","1","2","1","2","2","1","2","1","2","2","2","2","2","2","2","136","0002156",1021
"1002000","01","1","03","1","2","1","2","2","2","2","2","2","2","2","1","2","1","1","","","","","","2","2","3","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","137","0002157",1349
"1002042","04","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","2","4","2","2","2","2","4","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","137","0002160",1094
"1002081","02","1","04","1","2","2","2","2","2","1","2","2","2","1","2","1","2","2","","","","","","1","3","3","2","4","2","2","2","2","2","1","1","2","1","1","2","2","2","2","1","2","2","2","137","0002162",1471
"1002258","03","1","01","1","2","2","2","2","2","2","2","2","2","1","1","1","2","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","136","0002173",400
"1002301","01","1","02","1","2","2","2","2","2","2","2","2","2","1","1","2","1","3","","","","","","","","","","","1","2","1","2","2","2","2","2","1","2","1","2","2","2","1","2","2","2","136","0002175",690
"1002306","03","1","04","1","1","2","2","2","2","2","2","2","2","1","1","2","1","3","1","1","2","1","3","","","","","","2","2","2","2","2","1","1","2","2","2","2","2","2","2","1","2","2","2","136","0002176",1226
"1002389","03","1","02","2","1","2","2","2","2","2","2","2","2","","","","","","1","2","1","2","1","","","","","","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","139","0002180",684
"1002394","05","1","02","1","2","2","2","2","2","2","2","2","2","2","1","2","3","3","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","139","0002181",847
"1002562","02","1","04","1","1","2","2","2","2","2","2","2","2","1","3","2","1","4","1","4","4","4","4","","","","","","2","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","2","2","139","0002189",1581
"1002572","03","1","04","1","1","2","2","2","2","2","2","2","2","2","1","3","1","3","2","1","2","2","3","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","139","0002191",1837
"1002590","01","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","3","2","4","2","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","139","0002192",1420
"1002598","05","1","03","1","1","2","2","2","2","2","2","2","2","1","2","2","2","1","2","3","3","2","4","","","","","","2","1","2","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","139","0002193",1546
"1002696","05","1","01","1","1","2","2","2","2","2","2","2","2","2","3","2","4","4","2","2","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","140","0002194",354
"1002785","06","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","2","3","3","1","3","2","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","140","0002195",1151
"1002785","09","1","02","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","140","0002195",778
"1002785","20","1","05","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","2","2","2","140","0002195",1918
"1002799","14","1","02","1","2","1","2","2","2","2","2","2","2","2","2","2","2","4","","","","","","3","4","3","3","4","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","140","0002197",712
"1003113","13","1","03","2","1","2","2","1","2","2","2","2","2","","","","","","3","1","2","2","4","3","2","2","2","3","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","2","2","141","0002200",1001
"1003159","04","1","03","1","2","2","2","2","2","2","2","2","2","3","3","2","3","1","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","142","0002201",1062
"1003313","03","1","06","1","2","2","2","2","2","2","2","2","2","3","3","3","3","2","","","","","","","","","","","2","2","1","2","2","2","2","2","2","1","1","2","1","2","1","1","2","2","141","0002202",1213
"1003313","10","1","02","1","2","2","2","2","2","2","2","2","2","2","1","1","1","3","","","","","","","","","","","1","1","2","1","1","1","1","2","2","1","2","2","2","2","1","2","2","2","141","0002202",809
"1003493","06","1","03","1","1","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","1","1","2","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","142","0002206",1841
"1003493","13","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","2","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","142","0002206",1473
"1003493","15","1","06","1","1","2","2","2","2","2","2","2","2","1","1","2","1","1","1","1","3","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","142","0002206",2180
"1003493","17","1","03","1","1","2","2","2","2","2","2","2","2","2","1","2","1","1","2","1","2","1","3","","","","","","1","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","142","0002206",1090
"1060047","07","1","03","2","1","2","2","2","2","2","2","2","2","","","","","","1","1","1","1","4","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","144","0002208",1161
"1060056","13","1","02","1","2","2","2","2","2","2","2","2","2","2","1","1","1","2","","","","","","","","","","","2","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","144","0002210",669
"1060056","20","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","144","0002210",1337
"1060136","03","1","03","1","1","2","2","2","2","2","2","2","2","1","1","2","1","3","1","1","2","1","4","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","144","0002212",1001
"1060195","02","1","03","2","2","1","1","2","2","2","2","2","2","","","","","","","","","","","3","1","2","3","4","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","144","0002214",1208
"1060195","03","1","03","1","2","1","2","2","2","2","2","2","2","2","2","1","2","3","","","","","","2","2","2","2","3","2","2","2","2","1","1","2","2","2","1","2","2","2","1","1","1","2","2","144","0002214",1224
"1060209","17","1","03","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","3","1","4","","","","","","2","2","2","2","2","1","2","2","2","1","2","2","2","2","1","2","2","2","144","0002215",1012
"1060235","02","1","04","1","1","2","2","2","2","2","2","2","2","1","1","1","3","1","1","1","2","3","3","","","","","","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","144","0002217",1414
"1060235","19","1","03","1","1","2","2","2","2","2","2","2","2","2","2","2","1","4","2","4","4","4","4","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","144","0002217",1075
